jobid,exename,numnodes,numcpus,numtasks,executiontime,start,end,power,memory,appname,taskspercpu,taskspernode,user
884,vasp_std,8,512,512,5349,2020-11-30T18:00:33,2020-11-30T19:29:42,267.112,28147400,vasp,1,64,user_7
885,vasp_std,8,512,512,11825,2020-11-30T18:00:33,2020-11-30T21:17:38,252.728,21339900,vasp,1,64,user_7
886,vasp_std,8,512,512,6394,2020-12-01T06:55:21,2020-12-01T08:41:55,272.573,25351100,vasp,1,64,user_7
887,vasp_std,8,512,512,5702,2020-12-01T07:00:47,2020-12-01T08:35:49,266.244,42800100,vasp,1,64,user_7
888,vasp_std,8,512,512,867,2020-12-01T11:38:24,2020-12-01T11:52:51,236.593,29828700,vasp,1,64,user_7
889,vasp_std,8,512,512,9700,2020-12-01T12:04:44,2020-12-01T14:46:24,266.158,25579000,vasp,1,64,user_7
890,vasp_std,8,512,512,8881,2020-12-01T15:09:02,2020-12-01T17:37:03,268.479,25528600,vasp,1,64,user_7
891,vasp_std,8,512,512,2991,2020-12-01T19:47:54,2020-12-01T20:37:45,235.586,19786100,vasp,1,64,user_7
892,vasp_std,8,512,512,5604,2020-12-01T20:13:51,2020-12-01T21:47:15,269.114,43817700,vasp,1,64,user_7
893,vasp_std,8,512,512,1939,2020-12-02T03:03:40,2020-12-02T03:35:59,212.005,17158100,vasp,1,64,user_7
894,vasp_std,8,512,512,3613,2020-12-02T07:15:16,2020-12-02T08:15:29,268.638,43250600,vasp,1,64,user_7
895,vasp_std,8,512,512,11508,2020-12-02T10:03:48,2020-12-02T13:15:36,269.55,26737500,vasp,1,64,user_7
896,vasp_std,8,512,512,6236,2020-12-02T14:07:35,2020-12-02T15:51:31,262.876,26519300,vasp,1,64,user_7
897,vasp_std,8,512,512,1003,2020-12-02T14:07:35,2020-12-02T14:24:18,241.405,29096500,vasp,1,64,user_7
898,vasp_std,8,512,512,4300,2020-12-02T20:35:47,2020-12-02T21:47:27,244.772,22525700,vasp,1,64,user_7
899,vasp_std,8,512,512,47889,2020-12-06T04:52:18,2020-12-06T18:10:27,277.598,25889100,vasp,1,64,user_7
900,vasp_std,8,512,512,18004,2020-12-06T04:52:18,2020-12-06T09:52:22,267.421,26047300,vasp,1,64,user_7
901,vasp_std,8,512,512,11655,2020-12-06T10:08:06,2020-12-06T13:22:21,270.024,26180900,vasp,1,64,user_7
902,vasp_std,8,512,512,14236,2020-12-06T10:08:06,2020-12-06T14:05:22,267.562,25847600,vasp,1,64,user_7
903,vasp_std_knl,1,64,64,19510,2020-11-30T01:36:26,2020-11-30T07:01:36,278.003,9017590,vasp,1,64,user_8
904,vasp_std_knl,1,64,64,22030,2020-11-30T03:17:24,2020-11-30T09:24:34,269.855,9375280,vasp,1,64,user_8
905,vasp_std_knl,1,64,64,15628,2020-11-30T04:43:41,2020-11-30T09:04:09,284.169,9156540,vasp,1,64,user_8
906,vasp_std_knl,1,64,64,9306,2020-11-30T09:41:08,2020-11-30T12:16:14,283.642,9044010,vasp,1,64,user_8
907,vasp_std_knl,1,64,64,21634,2020-11-30T10:47:45,2020-11-30T16:48:19,281.747,9386500,vasp,1,64,user_8
908,vasp_std_knl,1,64,64,11526,2020-11-30T13:19:42,2020-11-30T16:31:48,276.694,9163240,vasp,1,64,user_8
909,vasp_std_knl,1,64,64,6243,2020-11-30T16:30:00,2020-11-30T18:14:03,271.48,9017280,vasp,1,64,user_8
910,vasp_std_knl,1,64,64,14170,2020-11-30T18:35:56,2020-11-30T22:32:06,275.378,9173920,vasp,1,64,user_8
911,vasp_std_knl,1,64,64,14452,2020-12-01T04:08:45,2020-12-01T08:09:37,273.209,9362330,vasp,1,64,user_8
912,vasp_std_knl,1,64,64,18302,2020-12-01T04:29:55,2020-12-01T09:34:57,273.639,9590860,vasp,1,64,user_8
913,vasp_std_knl,1,64,64,10520,2020-12-01T07:22:31,2020-12-01T10:17:51,261.628,9228260,vasp,1,64,user_8
914,vasp_std_knl,1,64,64,9444,2020-12-01T07:22:32,2020-12-01T09:59:56,275.304,9158640,vasp,1,64,user_8
915,vasp_std_knl,1,64,64,11597,2020-12-01T13:16:26,2020-12-01T16:29:43,274.377,9199000,vasp,1,64,user_8
916,vasp_std_knl,1,64,64,18807,2020-12-01T13:16:26,2020-12-01T18:29:53,277.393,9101280,vasp,1,64,user_8
917,vasp_std_knl,1,64,64,10343,2020-12-01T19:04:32,2020-12-01T21:56:55,278.855,9217050,vasp,1,64,user_8
918,vasp_std_knl,1,64,64,21222,2020-12-01T22:55:48,2020-12-02T04:49:30,279.085,9353350,vasp,1,64,user_8
919,vasp_std_knl,1,64,64,23244,2020-12-02T00:01:12,2020-12-02T06:28:36,272.506,9138870,vasp,1,64,user_8
920,vasp_std_knl,1,64,64,20732,2020-12-02T03:17:49,2020-12-02T09:03:21,271.236,9318880,vasp,1,64,user_8
921,vasp_std_knl,1,64,64,29833,2020-12-02T05:25:18,2020-12-02T13:42:31,282.839,9410210,vasp,1,64,user_8
922,vasp_std_knl,1,64,64,16134,2020-12-02T07:52:57,2020-12-02T12:21:51,269.513,9303200,vasp,1,64,user_8
923,vasp_std_knl,1,64,64,21250,2020-12-02T09:32:39,2020-12-02T15:26:49,278.346,9235920,vasp,1,64,user_8
924,vasp_std_knl,1,64,64,14705,2020-12-02T10:03:48,2020-12-02T14:08:53,275.768,9170280,vasp,1,64,user_8
925,vasp_std_knl,1,64,64,12217,2020-12-02T13:44:41,2020-12-02T17:08:18,270.083,9511150,vasp,1,64,user_8
926,vasp_std_knl,1,64,64,18678,2020-12-02T14:03:37,2020-12-02T19:14:55,275.598,9327530,vasp,1,64,user_8
927,vasp_std_knl,1,64,64,18313,2020-12-02T18:42:43,2020-12-02T23:47:56,273.704,9234410,vasp,1,64,user_8
928,vasp_std_knl,1,64,64,17209,2020-12-02T20:27:53,2020-12-03T01:14:42,276.392,9200830,vasp,1,64,user_8
929,vasp_std_knl,1,64,64,16544,2020-12-02T23:20:40,2020-12-03T03:56:24,266.68,9342630,vasp,1,64,user_8
930,vasp_std_knl,1,64,64,13452,2020-12-03T02:15:58,2020-12-03T06:00:10,274.023,9189390,vasp,1,64,user_8
931,vasp_std_knl,1,64,64,10606,2020-12-03T03:23:46,2020-12-03T06:20:32,284.02,9076060,vasp,1,64,user_8
932,vasp_std_knl,1,64,64,11700,2020-12-03T06:03:13,2020-12-03T09:18:13,281.448,9192860,vasp,1,64,user_8
933,vasp_std_knl,1,64,64,14284,2020-12-03T08:38:00,2020-12-03T12:36:04,276.109,9035690,vasp,1,64,user_8
934,vasp_std_knl,1,64,64,13122,2020-12-03T15:54:34,2020-12-03T19:33:16,277.108,9236440,vasp,1,64,user_8
935,vasp_std_knl,1,64,64,18812,2020-12-03T18:36:55,2020-12-03T23:50:27,276.148,9241920,vasp,1,64,user_8
936,vasp_std_knl,1,64,64,15789,2020-12-03T19:24:05,2020-12-03T23:47:14,264.083,9208020,vasp,1,64,user_8
937,vasp_std_knl,1,64,64,18034,2020-12-04T02:01:56,2020-12-04T07:02:30,286.213,9271100,vasp,1,64,user_8
938,vasp_std_knl,1,64,64,12030,2020-12-04T05:48:32,2020-12-04T09:09:02,279.708,9191640,vasp,1,64,user_8
939,vasp_std_knl,1,64,64,11559,2020-12-04T18:34:44,2020-12-04T21:47:23,279.651,9148160,vasp,1,64,user_8
940,vasp_std_knl,1,64,64,11460,2020-12-04T18:43:29,2020-12-04T21:54:29,270.55,9321920,vasp,1,64,user_8
941,vasp_std_knl,1,64,64,16657,2020-12-05T02:45:38,2020-12-05T07:23:15,268.428,9169150,vasp,1,64,user_8
942,vasp_std_knl,1,64,64,8343,2020-12-05T02:45:38,2020-12-05T05:04:41,261.183,9207430,vasp,1,64,user_8
943,vasp_std_knl,1,64,64,15941,2020-12-05T09:00:15,2020-12-05T13:25:56,277.185,9316730,vasp,1,64,user_8
944,vasp_std_knl,1,64,64,10436,2020-12-05T09:00:15,2020-12-05T11:54:11,271.562,9148530,vasp,1,64,user_8
945,vasp_std_knl,1,64,64,35888,2020-12-05T16:31:43,2020-12-06T02:29:51,284.237,9201620,vasp,1,64,user_8
946,vasp_std_knl,1,64,64,12800,2020-12-06T01:25:08,2020-12-06T04:58:28,282.57,9155870,vasp,1,64,user_8
947,vasp_std_knl,1,64,64,19797,2020-12-06T01:25:08,2020-12-06T06:55:05,271.861,9557370,vasp,1,64,user_8
948,vasp_std_knl,1,64,64,13210,2020-12-06T09:14:42,2020-12-06T12:54:52,281.512,8993500,vasp,1,64,user_8
949,vasp_std_knl,1,64,64,11508,2020-12-06T09:14:42,2020-12-06T12:26:30,279.222,9044500,vasp,1,64,user_8
950,vasp_std_knl,1,64,64,18970,2020-12-06T13:51:10,2020-12-06T19:07:20,273.283,9083060,vasp,1,64,user_8
951,vasp_std_knl,1,64,64,9813,2020-12-06T20:34:27,2020-12-06T23:18:00,283.607,9144250,vasp,1,64,user_8
952,vasp_ncl,1,256,64,635,2020-11-30T01:36:26,2020-11-30T01:47:01,182.397,11275900,vasp,0.25,64,user_9
953,vasp_ncl,1,256,64,660,2020-11-30T01:36:26,2020-11-30T01:47:26,183.281,12921600,vasp,0.25,64,user_9
954,vasp_ncl,1,256,64,659,2020-11-30T11:42:53,2020-11-30T11:53:52,170.306,12818100,vasp,0.25,64,user_9
955,vasp_ncl,1,256,64,1374,2020-11-30T17:12:09,2020-11-30T17:35:03,194.268,21189700,vasp,0.25,64,user_9
956,vasp_ncl,1,256,64,715,2020-11-30T17:18:55,2020-11-30T17:30:50,177.251,22621300,vasp,0.25,64,user_9
957,vasp_ncl,1,256,64,945,2020-12-01T07:22:31,2020-12-01T07:38:16,181.408,14936600,vasp,0.25,64,user_9
958,vasp_ncl,1,256,64,929,2020-12-01T07:22:32,2020-12-01T07:38:01,162.782,12146300,vasp,0.25,64,user_9
959,vasp_ncl,1,256,64,613,2020-12-01T19:04:32,2020-12-01T19:14:45,171.212,14719900,vasp,0.25,64,user_9
960,vasp_ncl,1,256,64,1026,2020-12-02T00:01:12,2020-12-02T00:18:18,191.181,13955700,vasp,0.25,64,user_9
961,vasp_ncl,1,256,64,649,2020-12-02T05:27:45,2020-12-02T05:38:34,176.958,11954200,vasp,0.25,64,user_9
962,vasp_ncl,1,256,64,746,2020-12-02T05:35:29,2020-12-02T05:47:55,178.513,12525300,vasp,0.25,64,user_9
963,vasp_ncl,1,256,64,1083,2020-12-02T13:44:41,2020-12-02T14:02:44,173.791,14211200,vasp,0.25,64,user_9
964,vasp_ncl,1,256,64,1360,2020-12-02T13:44:41,2020-12-02T14:07:21,194.406,17241100,vasp,0.25,64,user_9
965,vasp_ncl,1,256,64,1927,2020-12-02T18:42:43,2020-12-02T19:14:50,207.459,19739300,vasp,0.25,64,user_9
966,vasp_ncl,1,256,64,832,2020-12-02T18:42:43,2020-12-02T18:56:35,181.687,16796800,vasp,0.25,64,user_9
967,vasp_ncl,1,256,64,1404,2020-12-02T23:20:40,2020-12-02T23:44:04,200.299,16973800,vasp,0.25,64,user_9
968,vasp_ncl,1,256,64,774,2020-12-02T23:20:40,2020-12-02T23:33:34,186.036,13265700,vasp,0.25,64,user_9
969,vasp_ncl,1,256,64,1308,2020-12-03T03:23:46,2020-12-03T03:45:34,192.079,17921200,vasp,0.25,64,user_9
970,vasp_ncl,1,256,64,1443,2020-12-03T18:59:47,2020-12-03T19:23:50,197.59,16365100,vasp,0.25,64,user_9
971,vasp_ncl,1,256,64,1128,2020-12-04T18:43:27,2020-12-04T19:02:15,189.73,16658800,vasp,0.25,64,user_9
972,vasp_ncl,1,256,64,1364,2020-12-04T18:43:27,2020-12-04T19:06:11,202.641,17734200,vasp,0.25,64,user_9
973,vasp_ncl,1,256,64,1099,2020-12-05T03:05:45,2020-12-05T03:24:04,198.361,16299800,vasp,0.25,64,user_9
974,vasp_ncl,1,256,64,924,2020-12-05T09:02:34,2020-12-05T09:17:58,190.072,16965500,vasp,0.25,64,user_9
975,vasp_ncl,1,256,64,677,2020-12-05T18:44:44,2020-12-05T18:56:01,162.19,10402400,vasp,0.25,64,user_9
976,vasp_ncl,1,256,64,763,2020-12-06T03:11:42,2020-12-06T03:24:25,174.245,13963100,vasp,0.25,64,user_9
977,vasp_ncl,1,256,64,1696,2020-12-06T15:37:31,2020-12-06T16:05:47,195.928,19238100,vasp,0.25,64,user_9
978,vasp_ncl,1,256,64,886,2020-12-06T15:37:31,2020-12-06T15:52:17,180.4,13312400,vasp,0.25,64,user_9
979,vasp_ncl,1,256,64,752,2020-12-06T21:29:35,2020-12-06T21:42:07,169.909,12264500,vasp,0.25,64,user_9
980,vasp_std,4,256,256,46432,2020-11-30T01:41:22,2020-11-30T14:35:14,294.513,53072200,vasp,1,64,user_10
981,vasp_std,4,256,256,35994,2020-11-30T01:41:22,2020-11-30T11:41:16,297.609,49285400,vasp,1,64,user_10
982,vasp_std,4,256,256,36264,2020-11-30T06:27:34,2020-11-30T16:31:58,291.874,49110200,vasp,1,64,user_10
983,vasp_std,4,256,256,46296,2020-11-30T06:27:34,2020-11-30T19:19:10,297.04,53121600,vasp,1,64,user_10
984,vasp_std,4,256,256,36389,2020-11-30T12:05:06,2020-11-30T22:11:35,293.127,49610100,vasp,1,64,user_10
985,vasp_std,4,256,256,46347,2020-12-01T04:29:46,2020-12-01T17:22:13,291.501,53025300,vasp,1,64,user_10
986,vasp_std,4,256,256,35886,2020-12-01T04:29:46,2020-12-01T14:27:52,295.256,49190600,vasp,1,64,user_10
987,vasp_std,4,256,256,36719,2020-12-01T07:22:33,2020-12-01T17:34:32,295.39,48908200,vasp,1,64,user_10
988,vasp_std,4,256,256,45696,2020-12-01T07:22:33,2020-12-01T20:04:09,295.108,52948500,vasp,1,64,user_10
989,vasp_std,4,256,256,47342,2020-12-01T13:34:11,2020-12-02T02:43:13,291.68,53099800,vasp,1,64,user_10
990,vasp_std,4,256,256,36291,2020-12-01T13:36:13,2020-12-01T23:41:04,294.355,49329100,vasp,1,64,user_10
991,vasp_std,4,256,256,36878,2020-12-01T19:11:57,2020-12-02T05:26:35,294.849,49962200,vasp,1,64,user_10
992,vasp_std,4,256,256,47312,2020-12-01T19:42:56,2020-12-02T08:51:28,294.388,53486700,vasp,1,64,user_10
993,vasp_std,4,256,256,47402,2020-12-02T00:01:12,2020-12-02T13:11:14,288.311,53109000,vasp,1,64,user_10
994,vasp_std,4,256,256,38082,2020-12-02T00:14:23,2020-12-02T10:49:05,291.871,49102200,vasp,1,64,user_10
995,vasp_std,4,256,256,36854,2020-12-02T05:45:05,2020-12-02T15:59:19,290.592,49155700,vasp,1,64,user_10
996,vasp_std,4,256,256,18392,2020-12-02T06:50:15,2020-12-02T11:56:47,286.134,39488300,vasp,1,64,user_10
997,vasp_std,4,256,256,18793,2020-12-02T09:35:09,2020-12-02T14:48:22,286.774,39694600,vasp,1,64,user_10
998,vasp_std,4,256,256,19416,2020-12-02T09:40:52,2020-12-02T15:04:28,288.406,39854900,vasp,1,64,user_10
999,vasp_std,4,256,256,28549,2020-12-02T13:56:16,2020-12-02T21:52:05,292.975,46505000,vasp,1,64,user_10
1000,vasp_std,4,256,256,28667,2020-12-02T14:00:42,2020-12-02T21:58:29,292.347,46442900,vasp,1,64,user_10
1001,vasp_std,1,64,64,1164,2020-12-02T19:50:32,2020-12-02T20:09:56,274.106,35014000,vasp,1,64,user_10
1002,vasp_std,1,64,64,2027,2020-12-02T20:17:00,2020-12-02T20:50:47,278.586,37712700,vasp,1,64,user_10
1003,vasp_std,1,64,64,2100,2020-12-03T01:02:36,2020-12-03T01:37:36,283.951,37800000,vasp,1,64,user_10
1004,vasp_std,1,64,64,2022,2020-12-03T02:09:01,2020-12-03T02:42:43,277.437,39667100,vasp,1,64,user_10
1005,vasp_std,1,64,64,2938,2020-12-03T04:48:06,2020-12-03T05:37:04,284.27,40731600,vasp,1,64,user_10
1006,vasp_std,1,64,64,2003,2020-12-03T05:35:55,2020-12-03T06:09:18,283.956,37843000,vasp,1,64,user_10
1007,vasp_std,1,64,64,1955,2020-12-03T09:20:34,2020-12-03T09:53:09,269.86,37587800,vasp,1,64,user_10
1008,vasp_std_cori_5.4.1,1,256,64,58593,2020-11-30T02:00:06,2020-11-30T18:16:39,262.474,15963500,vasp,0.25,64,user_11
1009,vasp_std_cori_5.4.1,1,64,64,36352,2020-11-30T02:00:06,2020-11-30T12:05:58,276.976,16342400,vasp,1,64,user_11
1010,vasp_std_cori_5.4.1,1,64,64,36554,2020-11-30T07:53:58,2020-11-30T18:03:12,279.846,13000000,vasp,1,64,user_11
1011,vasp_std_cori_5.4.1,1,256,64,7910,2020-11-30T18:25:29,2020-11-30T20:37:19,263.958,12264600,vasp,0.25,64,user_11
1012,vasp_std_cori_5.4.1,1,64,64,16323,2020-12-01T04:29:46,2020-12-01T09:01:49,277.736,16020700,vasp,1,64,user_11
1013,vasp_std_cori_5.4.1,1,64,64,16284,2020-12-01T04:29:55,2020-12-01T09:01:19,274.221,16296000,vasp,1,64,user_11
1014,vasp_std_cori_5.4.1,1,64,64,41631,2020-12-01T07:22:33,2020-12-01T18:56:24,275.814,12907700,vasp,1,64,user_11
1015,vasp_std_cori_5.4.1,1,256,64,55792,2020-12-01T07:22:33,2020-12-01T22:52:25,272.929,15200900,vasp,0.25,64,user_11
1016,vasp_std_cori_5.4.1,1,64,64,51942,2020-12-01T13:44:26,2020-12-02T04:10:08,275.428,15212300,vasp,1,64,user_11
1017,vasp_std_cori_5.4.1,1,64,64,12871,2020-12-01T13:44:26,2020-12-01T17:18:57,273.274,15836900,vasp,1,64,user_11
1018,vasp_std_cori_5.4.1,1,256,64,6478,2020-12-01T19:46:18,2020-12-01T21:34:16,269.64,14369400,vasp,0.25,64,user_11
1019,vasp_std_cori_5.4.1,1,256,64,47393,2020-12-01T19:46:18,2020-12-02T08:56:11,273.96,16478800,vasp,0.25,64,user_11
1020,vasp_std_cori_5.4.1,1,64,64,13726,2020-12-02T01:45:55,2020-12-02T05:34:41,278.948,13943100,vasp,1,64,user_11
1021,vasp_std_cori_5.4.1,1,256,64,49327,2020-12-02T01:45:55,2020-12-02T15:28:02,276.048,16198500,vasp,0.25,64,user_11
1022,vasp_std_cori_5.4.1,1,256,64,3268,2020-12-02T06:56:08,2020-12-02T07:50:36,255.465,12513700,vasp,0.25,64,user_11
1023,vasp_std_cori_5.4.1,1,256,64,53632,2020-12-02T07:12:12,2020-12-02T22:06:04,277.975,15042000,vasp,0.25,64,user_11
1024,vasp_std_cori_5.4.1,1,256,64,53147,2020-12-02T09:42:42,2020-12-03T00:28:29,265.441,14988500,vasp,0.25,64,user_11
1025,vasp_std_cori_5.4.1,1,64,64,32945,2020-12-02T13:59:53,2020-12-02T23:08:58,275.169,16378500,vasp,1,64,user_11
1026,vasp_std_cori_5.4.1,1,64,64,17107,2020-12-02T14:03:35,2020-12-02T18:48:42,266.535,16172900,vasp,1,64,user_11
1027,vasp_std_cori_5.4.1,1,64,64,13255,2020-12-02T19:50:32,2020-12-02T23:31:27,285.351,16328500,vasp,1,64,user_11
1028,vasp_std_cori_5.4.1,1,64,64,40272,2020-12-02T20:28:01,2020-12-03T07:39:13,276.327,16359000,vasp,1,64,user_11
1029,vasp_std_cori_5.4.1,1,64,64,25279,2020-12-03T01:26:27,2020-12-03T08:27:46,267.961,14861200,vasp,1,64,user_11
1030,vasp_std_cori_5.4.1,1,64,64,31044,2020-12-03T02:22:49,2020-12-03T11:00:13,288.436,16163100,vasp,1,64,user_11
1031,vasp_std_cori_5.4.1,1,64,64,36109,2020-12-03T05:18:55,2020-12-03T15:20:44,288.973,15417500,vasp,1,64,user_11
1032,vasp_std_cori_5.4.1,1,256,64,43840,2020-12-03T06:20:38,2020-12-03T18:31:18,266.818,15402800,vasp,0.25,64,user_11
1033,vasp_std_cori_5.4.1,1,256,64,45803,2020-12-03T09:22:41,2020-12-03T22:06:04,270.469,15297100,vasp,0.25,64,user_11
1034,vasp_std_cori_5.4.1,1,256,64,28104,2020-12-03T18:30:11,2020-12-04T02:18:35,274.733,15421500,vasp,0.25,64,user_11
1035,vasp_std_cori_5.4.1,1,256,64,27690,2020-12-03T19:06:21,2020-12-04T02:47:51,264.461,15179300,vasp,0.25,64,user_11
1036,vasp_std_cori_5.4.1,1,256,64,22965,2020-12-04T00:51:28,2020-12-04T07:14:13,290.229,15331900,vasp,0.25,64,user_11
1037,vasp_std_cori_5.4.1,1,256,64,30214,2020-12-04T04:58:59,2020-12-04T13:22:33,274.575,15261100,vasp,0.25,64,user_11
1038,vasp_std_cori_5.4.1,1,256,64,42649,2020-12-04T15:16:26,2020-12-05T03:07:15,278.131,14835200,vasp,0.25,64,user_11
1039,vasp_std_cori_5.4.1,1,256,64,38175,2020-12-04T18:43:28,2020-12-05T05:19:43,273.03,15100500,vasp,0.25,64,user_11
1040,vasp_std_cori_5.4.1,1,256,64,12015,2020-12-05T01:03:42,2020-12-05T04:23:57,270.384,14860300,vasp,0.25,64,user_11
1041,vasp_std_cori_5.4.1,1,256,64,56693,2020-12-05T03:02:53,2020-12-05T18:47:46,272.968,15229300,vasp,0.25,64,user_11
1042,vasp_std_cori_5.4.1,1,256,64,58707,2020-12-05T08:37:27,2020-12-06T00:55:54,283.364,15248200,vasp,0.25,64,user_11
1043,vasp_std_cori_5.4.1,1,256,64,42225,2020-12-05T09:02:33,2020-12-05T20:46:18,269.502,15292400,vasp,0.25,64,user_11
1044,vasp_std_cori_5.4.1,1,256,64,51204,2020-12-05T16:30:12,2020-12-06T06:43:36,277.181,15294200,vasp,0.25,64,user_11
1045,vasp_std_cori_5.4.1,1,256,64,33100,2020-12-05T18:59:58,2020-12-06T04:11:38,261.379,14585800,vasp,0.25,64,user_11
1046,vasp_std_cori_5.4.1,1,256,64,33419,2020-12-06T01:22:41,2020-12-06T10:39:40,258.32,14765600,vasp,0.25,64,user_11
1047,vasp_std_cori_5.4.1,1,256,64,49513,2020-12-06T03:20:24,2020-12-06T17:05:37,272.051,15124900,vasp,0.25,64,user_11
1048,vasp_std_cori_5.4.1,1,256,64,38255,2020-12-06T09:08:58,2020-12-06T19:46:33,273.44,16077200,vasp,0.25,64,user_11
1049,vasp_std_cori_5.4.1,1,256,64,46918,2020-12-06T10:02:43,2020-12-06T23:04:41,271.091,15884400,vasp,0.25,64,user_11
1050,vasp_std_cori_5.4.1,1,256,64,32524,2020-12-06T13:51:10,2020-12-06T22:53:14,277.665,15243800,vasp,0.25,64,user_11
1051,vasp_std,1,256,64,13013,2020-11-30T02:00:06,2020-11-30T05:36:59,232.895,22159000,vasp,0.25,64,user_12
1052,vasp_std,1,256,64,12062,2020-11-30T03:35:16,2020-11-30T06:56:18,226.125,22686200,vasp,0.25,64,user_12
1053,vasp_std,1,256,64,8450,2020-11-30T05:32:02,2020-11-30T07:52:52,240.139,22751700,vasp,0.25,64,user_12
1054,vasp_std,1,256,64,15528,2020-11-30T17:12:09,2020-11-30T21:30:57,243.568,22834600,vasp,0.25,64,user_12
1055,vasp_std,1,256,64,24094,2020-11-30T17:12:09,2020-11-30T23:53:43,222.731,23281500,vasp,0.25,64,user_12
1056,vasp_std,1,256,64,18470,2020-12-01T04:08:45,2020-12-01T09:16:35,230.409,22794200,vasp,0.25,64,user_12
1057,vasp_std,1,256,64,9845,2020-12-01T07:22:31,2020-12-01T10:06:36,243.362,22499800,vasp,0.25,64,user_12
1058,vasp_std,1,256,64,27400,2020-12-01T19:09:22,2020-12-02T02:46:02,227.585,24122900,vasp,0.25,64,user_12
1059,vasp_std,1,256,64,51246,2020-12-01T19:17:07,2020-12-02T09:31:13,242.355,23412400,vasp,0.25,64,user_12
1060,vasp_std,1,128,32,3558,2020-12-01T22:24:51,2020-12-01T23:24:09,173.825,8038120,vasp,0.25,32,user_12
1061,vasp_std,1,128,32,11549,2020-12-01T22:44:21,2020-12-02T01:56:50,181.402,9214410,vasp,0.25,32,user_12
1062,vasp_std,1,128,32,16861,2020-12-01T22:44:29,2020-12-02T03:25:30,183.951,9016860,vasp,0.25,32,user_12
1063,vasp_std,1,256,64,79581,2020-12-02T00:01:12,2020-12-02T22:07:33,232.16,24040200,vasp,0.25,64,user_12
1064,vasp_std,1,128,32,1348,2020-12-02T03:33:43,2020-12-02T03:56:11,189.406,8897930,vasp,0.25,32,user_12
1065,vasp_std,2,512,128,7516,2020-12-02T04:04:18,2020-12-02T06:09:34,251.836,22540200,vasp,0.25,64,user_12
1066,vasp_std,2,512,128,28195,2020-12-02T04:04:18,2020-12-02T11:54:13,263.137,23520600,vasp,0.25,64,user_12
1067,vasp_std,2,512,128,3507,2020-12-02T04:04:21,2020-12-02T05:02:48,260.588,23094900,vasp,0.25,64,user_12
1068,vasp_std,2,512,128,4796,2020-12-02T04:04:15,2020-12-02T05:24:11,253.954,22179500,vasp,0.25,64,user_12
1069,vasp_std,1,256,64,28811,2020-12-02T05:45:05,2020-12-02T13:45:16,225.584,23486500,vasp,0.25,64,user_12
1070,vasp_std,2,512,128,16377,2020-12-02T05:57:45,2020-12-02T10:30:42,270.063,24439500,vasp,0.25,64,user_12
1071,vasp_std,2,512,128,54744,2020-12-02T07:09:29,2020-12-02T22:21:53,268.142,24897000,vasp,0.25,64,user_12
1072,vasp_std,1,256,64,42216,2020-12-02T09:35:09,2020-12-02T21:18:45,217.762,24092400,vasp,0.25,64,user_12
1073,vasp_std,1,256,64,44753,2020-12-02T09:35:09,2020-12-02T22:01:02,228.687,25083700,vasp,0.25,64,user_12
1074,vasp_std,1,256,64,31018,2020-12-02T13:44:41,2020-12-02T22:21:39,233.69,22312200,vasp,0.25,64,user_12
1075,vasp_std,2,512,128,34955,2020-12-02T17:10:09,2020-12-03T02:52:44,259.715,25838700,vasp,0.25,64,user_12
1076,vasp_std,1,256,64,35979,2020-12-02T18:45:47,2020-12-03T04:45:26,240.8,22963800,vasp,0.25,64,user_12
1077,vasp_std,1,256,64,35892,2020-12-02T18:45:47,2020-12-03T04:43:59,247.441,23038900,vasp,0.25,64,user_12
1078,vasp_std,2,512,128,5351,2020-12-02T18:48:41,2020-12-02T20:17:52,273.133,28852800,vasp,0.25,64,user_12
1079,vasp_std,2,512,128,54473,2020-12-02T21:01:03,2020-12-03T12:08:56,260.954,31851900,vasp,0.25,64,user_12
1080,vasp_std,2,512,128,52555,2020-12-02T21:04:30,2020-12-03T11:40:25,264.176,30935800,vasp,0.25,64,user_12
1081,vasp_std,2,512,128,54187,2020-12-02T23:09:45,2020-12-03T14:12:52,269.435,29544600,vasp,0.25,64,user_12
1082,vasp_std,1,256,64,38425,2020-12-02T23:23:02,2020-12-03T10:03:27,233.995,22875200,vasp,0.25,64,user_12
1083,vasp_std,1,256,64,42497,2020-12-02T23:23:02,2020-12-03T11:11:19,236.618,23720400,vasp,0.25,64,user_12
1084,vasp_std,2,512,128,13261,2020-12-03T05:14:47,2020-12-03T08:55:48,267.463,32848700,vasp,0.25,64,user_12
1085,vasp_std,1,256,64,71287,2020-12-03T09:20:34,2020-12-04T05:08:41,205.646,22765600,vasp,0.25,64,user_12
1086,vasp_std,4,1024,256,1009,2020-12-03T17:35:52,2020-12-03T17:52:41,231.009,17346300,vasp,0.25,64,user_12
1087,vasp_std,4,1024,256,1398,2020-12-03T17:35:55,2020-12-03T17:59:13,236.413,18150000,vasp,0.25,64,user_12
1088,vasp_std,2,512,128,28073,2020-12-03T17:36:23,2020-12-04T01:24:16,262.281,31419400,vasp,0.25,64,user_12
1089,vasp_std,2,512,128,9817,2020-12-03T17:57:23,2020-12-03T20:41:00,262.972,32113100,vasp,0.25,64,user_12
1090,vasp_std,2,512,128,9894,2020-12-03T18:17:09,2020-12-03T21:02:03,281.016,32195500,vasp,0.25,64,user_12
